2747	5 30 29 53 58 
3000	5 
3056	5 29 53 37 47 
3076	5 21 53 
3249	5 
3327	5 58 53 
334	5 53 30 30 30 30 30 30 40 
3514	5 
3573	5 53 
3598	5 47 5 
3652	5 
3665	5 65 20 18 
3769	5 
3945	5 45 
4139	5 38 
4505	5 5 
4588	5 39 31 
4920	5 8 
4968	5 30 38 53 
5019	5 44 
5209	5 38 4 45 30 
5398	5 
558	5 5 
5869	5 
6046	5 47 
6161	5 58 53 45 38 
6187	5 
6316	5 53 48 53 
639	5 5 
6495	5 
687	5 45 
6905	5 31 53 21 
6909	5 
6911	5 57 51 48 58 
7142	5 45 6 
7149	5 
7793	5 29 34 30 
7871	5 24 38 44 47 
787	5 
7900	5 5 
8150	5 45 
8311	5 
83	5 
8357	5 38 29 36 
8382	5 
8498	5 
8561	5 34 
8678	5 53 53 1 42 
8740	5 
8807	5 
8826	5 
8981	5 44 
9178	5 
9290	5 59 45 45 
9307	5 
1045	6 6 
1096	6 28 53 
1112	6 56 
1175	6 53 
1219	6 47 
1238	6 53 
1395	6 38 
1415	6 62 44 
1439	6 
1499	6 6 37 38 
1525	6 45 
1606	6 22 
1671	6 
1758	6 44 
1770	6 
1803	6 18 
181	6 3 44 47 
1859	6 
1948	6 6 6 44 
19	6 6 59 45 
2086	6 
2110	6 
2142	6 
2218	6 20 48 
2255	6 53 40 
2312	6 6 
2393	6 
2396	6 
2418	6 53 
2421	6 58 
2471	6 38 
2520	6 34 
2665	6 
2678	6 22 53 58 
2794	6 47 
2812	6 38 30 58 
2815	6 45 
2971	6 
3017	6 56 27 
3020	6 2 45 42 
30	6 45 
3146	6 44 
3253	6 
3257	6 6 
3275	6 45 56 
3384	6 44 
3424	6 6 
3571	6 53 
3608	6 56 
3690	6 45 
3708	6 
37	6 53 
3951	6 
3956	6 
3977	6 
4017	6 
4019	6 56 
4034	6 45 
4040	6 47 
4054	6 42 45 
4198	6 45 
4274	6 53 4 38 45 
44	6 56 
4485	6 53 37 
4539	6 
4589	6 53 
4595	6 
4634	6 45 
4716	6 44 
4736	6 45 
4812	6 
4911	6 45 
4962	6 
5000	6 6 40 
5059	6 
5107	6 45 6 
5270	6 
5273	6 
53	6 
549	6 42 56 
5768	6 62 
5873	6 
5881	6 62 
5912	6 6 5 6 48 45 
5943	6 45 
5949	6 53 45 
5963	6 53 
6059	6 47 
6061	6 
6080	6 
6184	6 
623	6 65 
6398	6 45 
6502	6 38 53 47 
6540	6 34 44 
6556	6 
6582	6 43 38 
6721	6 47 39 
6825	6 38 
6833	6 38 
6865	6 21 
6929	6 28 59 42 
7045	6 
7126	6 56 16 53 
7345	6 45 
7395	6 58 
74	6 
7461	6 
7688	6 6 58 56 
7707	6 27 
7732	6 38 45 
7764	6 47 
7820	6 44 
7824	6 
78	6 28 31 38 
7927	6 54 
7954	6 
80	6 38 44 
8064	6 
8337	6 
8350	6 43 
8545	6 44 53 
8566	6 
895	6 
916	6 47 
9201	6 45 
9229	6 56 
9374	6 6 28 53 
1263	7 
1320	7 7 7 7 7 7 
1663	7 
1743	7 64 
1777	7 53 
2107	7 
2177	7 7 20 27 51 51 
2278	7 
2643	7 
2776	7 53 61 61 61 
2936	7 
33	7 
4285	7 
4668	7 34 23 16 34 57 
4859	7 
5135	7 
5152	7 
5624	7 38 54 47 
5682	7 45 
5761	7 32 53 
5771	7 
5849	7 49 34 43 
5857	7 
5971	7 
6152	7 25 32 28 45 
6500	7 53 
6913	7 30 45 
7343	7 
7496	7 45 
8002	7 47 42 31 52 61 
8384	7 
8401	7 53 
8421	7 53 46 
8806	7 53 
8963	7 
9289	7 7 49 11 59 
9461	7 7 
974	7 7 
979	7 
995	7 
1129	8 56 
1162	8 
1308	8 
1391	8 
1495	8 22 
1547	8 59 
1549	8 
1673	8 33 
190	8 
2121	8 
2163	8 
2179	8 
2180	8 
2481	8 
2795	8 
2956	8 
3083	8 60 20 53 
3280	8 52 30 52 0 
3291	8 
3468	8 
3664	8 
3867	8 
4372	8 
4580	8 
4657	8 
4771	8 
4813	8 
5043	8 
5123	8 
5166	8 48 
5324	8 
5503	8 
5547	8 23 
5646	8 
571	8 53 28 
5966	8 
6040	8 62 38 
6301	8 
6329	8 0 
6413	8 58 
6640	8 
6799	8 
7059	8 
7215	8 
7365	8 
8201	8 
82	8 33 
850	8 
8575	8 
8621	8 
870	8 
891	8 
8956	8 
8976	8 
9088	8 
911	8 
920	8 
9304	8 
9305	8 27 
1011	9 9 64 15 29 65 16 
1126	9 58 42 
1261	9 
1280	9 0 
1323	9 53 2 
1426	9 
1428	9 
1458	9 57 30 
1553	9 33 
213	9 44 53 
2228	9 
2232	9 
2325	9 53 
2572	9 49 42 
2608	9 58 
2609	9 
2831	9 49 49 
2878	9 
292	9 38 58 
3147	9 
3160	9 
3297	9 
3306	9 
3559	9 
3923	9 
4023	9 
4144	9 
4642	9 1 
4828	9 
4908	9 49 49 
5134	9 49 
5557	9 28 53 39 
5831	9 9 53 
6341	9 
6757	9 0 18 15 57 
6932	9 48 
7037	9 
7363	9 
7412	9 45 20 20 7 7 
7436	9 56 
7450	9 
7487	9 
7676	9 28 
7778	9 49 49 
777	9 
8429	9 31 
8983	9 58 
9272	9 49 
9401	9 
1008	10 56 53 27 42 
1134	10 25 53 
1217	10 53 43 
1346	10 44 
138	10 
1586	10 
1964	10 49 
2100	10 33 
2101	10 
2340	10 53 23 
2367	10 
2397	10 16 28 
2456	10 
2461	10 
2599	10 56 47 
2606	10 
267	10 58 33 27 
359	10 
3607	10 19 
3990	10 27 42 
4362	10 52 28 52 34 
4376	10 
5038	10 49 
5044	10 58 42 
509	10 10 
5103	10 
5626	10 
5792	10 48 54 
5837	10 
5976	10 
6405	10 
6741	10 36 
6956	10 
7064	10 49 27 
7340	10 56 57 59 
7604	10 
7845	10 29 53 58 22 
8117	10 
8323	10 58 
8378	10 
8381	10 
8496	10 0 
8669	10 36 
8681	10 
8743	10 0 49 23 29 12 52 52 57 
8891	10 62 52 58 
9415	10 
1028	11 
1114	11 
1139	11 48 
1234	11 59 
1333	11 53 
1359	11 
136	11 
1380	11 30 
1406	11 22 34 
1449	11 3 53 
1550	11 45 
1552	11 53 
1622	11 
1701	11 56 42 
1769	11 22 28 30 44 53 
1798	11 
1837	11 16 
1872	11 
1905	11 
1981	11 43 
1994	11 
2055	11 64 
2139	11 
2152	11 
2160	11 
216	11 4 11 
2227	11 
2231	11 38 
2260	11 56 43 
2275	11 
2290	11 58 48 3 
2297	11 22 49 53 58 0 
2324	11 36 
2328	11 16 
2491	11 56 
250	11 15 
2537	11 56 
2603	11 
2724	11 
2729	11 
2769	11 56 
278	11 
279	11 
2798	11 49 36 
2840	11 
2906	11 
2909	11 
3182	11 
3242	11 30 53 49 44 
3373	11 47 36 49 36 51 
3406	11 
3609	11 53 20 47 
3622	11 
3719	11 42 53 
3751	11 38 62 25 62 
3752	11 
3753	11 
3788	11 
3791	11 62 62 
3799	11 
3863	11 
3869	11 42 58 53 
3879	11 0 
3992	11 52 42 
4021	11 
4105	11 34 33 34 45 
4157	11 
4219	11 
4242	11 11 53 14 
4281	11 
4291	11 
4303	11 58 34 
4433	11 
4593	11 
4742	11 
4798	11 
5053	11 
5060	11 
5063	11 26 53 
5071	11 31 31 
5131	11 
515	11 45 
5153	11 
5204	11 
5215	11 58 
5234	11 11 
5252	11 
5390	11 
542	11 
5421	11 
5486	11 
5535	11 
5537	11 58 34 53 
5614	11 36 
5639	11 5 20 44 
5738	11 53 
5786	11 
5794	11 53 
6010	11 
6011	11 26 
607	11 
6112	11 
6135	11 22 3 53 
6201	11 53 
6203	11 57 
6289	11 
6297	11 
6426	11 
6427	11 
6433	11 34 
6439	11 
6483	11 
6505	11 
6562	11 1 28 20 
6563	11 
6746	11 
6930	11 
6979	11 
7010	11 12 43 
7058	11 
7074	11 52 
7151	11 
7168	11 53 5 
7175	11 
719	11 48 
7354	11 
7456	11 
7498	11 57 49 
7513	11 16 33 53 51 1 48 
7531	11 
7605	11 23 53 
7651	11 
7675	11 23 61 
7830	11 38 56 
7841	11 49 59 59 59 59 
7872	11 
7944	11 35 30 
8118	11 28 
8141	11 
8142	11 5 
8242	11 
8267	11 23 53 
8341	11 43 49 49 49 
8443	11 49 6 
874	11 
8797	11 22 
888	11 
8946	11 
9068	11 59 16 59 45 45 
9136	11 
9185	11 
9195	11 
9259	11 58 56 
939	11 
943	11 
9440	11 64 
983	11 53 
989	11 
1410	12 52 
1436	12 53 1 
1487	12 49 36 57 58 0 
1490	12 0 
149	12 
1607	12 34 58 0 
164	12 
1762	12 56 31 53 
1885	12 58 0 53 
1917	12 52 62 48 48 36 
2061	12 19 33 34 
2126	12 53 33 52 1 54 16 
22	12 
2305	12 33 58 0 34 47 
2528	12 0 53 58 
253	12 56 0 58 
2544	12 29 52 42 
2689	12 
2807	12 36 52 0 
2847	12 51 0 25 58 57 
2901	12 
3049	12 
3226	12 25 53 58 48 
3240	12 54 23 58 33 2 
3287	12 44 1 52 
340	12 62 2 51 57 
3403	12 48 16 16 
3421	12 
3422	12 
3433	12 54 47 47 1 58 
3617	12 33 57 58 
3628	12 16 2 
